Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
Q5SIN0	unreviewed	PrcB C-terminal domain-containing protein	TTHA1339	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	347					
Q5SIN1	unreviewed	ABC transporter permease protein	TTHA1338	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	339	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]	transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]		GO:0005886; GO:0055085
Q5SIN2	unreviewed	Peptide ABC transporter, permease protein	TTHA1337	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	306	plasma membrane [GO:0005886]; dipeptide transmembrane transporter activity [GO:0071916]; nickel cation transmembrane transporter activity [GO:0015099]		plasma membrane [GO:0005886]	dipeptide transmembrane transporter activity [GO:0071916]; nickel cation transmembrane transporter activity [GO:0015099]	GO:0005886; GO:0015099; GO:0071916
Q5SIN3	unreviewed	Peptide ABC transporter oligopeptide-binding protein	TTHA1336	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	501	ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]; peptide transmembrane transporter activity [GO:1904680]; peptide transport [GO:0015833]	peptide transport [GO:0015833]	ATP-binding cassette (ABC) transporter complex [GO:0043190]; periplasmic space [GO:0042597]	peptide transmembrane transporter activity [GO:1904680]	GO:0015833; GO:0042597; GO:0043190; GO:1904680
Q5SIN4	unreviewed	Branched-chain amino acid ABC transporter, ATP-binding protein	TTHA1335	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	237	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; branched-chain amino acid transmembrane transporter activity [GO:0015658]; L-amino acid transport [GO:0015807]	L-amino acid transport [GO:0015807]		ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; branched-chain amino acid transmembrane transporter activity [GO:0015658]	GO:0005524; GO:0015658; GO:0015807; GO:0016887
Q5SIN6	unreviewed	Uncharacterized protein	TTHA1333	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	208					
Q5SIN7	unreviewed	Branched-chain amino acid ABC transporter, permease protein	TTHA1332	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	443	plasma membrane [GO:0005886]; branched-chain amino acid transmembrane transporter activity [GO:0015658]		plasma membrane [GO:0005886]	branched-chain amino acid transmembrane transporter activity [GO:0015658]	GO:0005886; GO:0015658
Q5SIN9	unreviewed	Branched-chain amino acid ABC transporter, periplasmic amino acid-binding protein	TTHA1330	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	387	amino acid transport [GO:0006865]	amino acid transport [GO:0006865]			GO:0006865
Q5SIP1	unreviewed	5'-nucleotidase	TTHA1328	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	552	extracellular region [GO:0005576]; hydrolase activity, acting on ester bonds [GO:0016788]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; nucleotide catabolic process [GO:0009166]	nucleotide catabolic process [GO:0009166]	extracellular region [GO:0005576]	hydrolase activity, acting on ester bonds [GO:0016788]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]	GO:0000166; GO:0005576; GO:0009166; GO:0016788; GO:0046872
Q5SIP2	unreviewed	MOSC domain-containing protein	TTHA1327	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	147	catalytic activity [GO:0003824]; molybdenum ion binding [GO:0030151]; pyridoxal phosphate binding [GO:0030170]			catalytic activity [GO:0003824]; molybdenum ion binding [GO:0030151]; pyridoxal phosphate binding [GO:0030170]	GO:0003824; GO:0030151; GO:0030170
Q5SIP3	unreviewed	Cytochrome c-552 like protein	TTHA1326	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	230	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]			electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]	GO:0009055; GO:0020037; GO:0046872
Q5SIP4	unreviewed	Putaitve sulfite oxidase	TTHA1325	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	407	heme binding [GO:0020037]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]; sulfite oxidase activity [GO:0008482]; sulfur compound metabolic process [GO:0006790]	sulfur compound metabolic process [GO:0006790]		heme binding [GO:0020037]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]; sulfite oxidase activity [GO:0008482]	GO:0006790; GO:0008482; GO:0020037; GO:0030151; GO:0043546
Q5SIP9	unreviewed	Periplasmic serine protease	TTHA1320	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	404	membrane [GO:0016020]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	proteolysis [GO:0006508]	membrane [GO:0016020]	serine-type endopeptidase activity [GO:0004252]	GO:0004252; GO:0006508; GO:0016020
Q5SIQ0	unreviewed	Probable acetyltransferase	TTHA1319	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	191	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]			acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	GO:0016747
Q5SIQ1	unreviewed	Uncharacterized protein	TTHA1318	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	132					
Q5SIQ2	unreviewed	Immunogenic protein related protein	TTHA1317	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	178					
Q5SIQ4	unreviewed	Integral membrane efflux protein	TTHA1315	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	399	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]		plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857
Q5SIQ5	unreviewed	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing) (EC 5.1.3.14)	TTHA1314	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	376	isomerase activity [GO:0016853]			isomerase activity [GO:0016853]	GO:0016853
Q5SIQ8	unreviewed	Aminoglycoside phosphotransferase domain-containing protein	TTHA1311	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	279					
Q5SIQ9	unreviewed	Radical SAM core domain-containing protein	TTHA1310	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	357	catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]			catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]	GO:0003824; GO:0046872; GO:0051536
Q5SIR0	unreviewed	Sugar ABC transporter, ATP-binding protein	TTHA1304	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	489	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]			ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0016887
Q5SIR1	unreviewed	Sugar ABC transporter, permease protein	TTHA1303	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	349	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]		plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857
Q5SIR2	unreviewed	Sugar ABC transporter, permease protein	TTHA1302	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	277	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]		plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857
Q5SIR3	unreviewed	ABC transporter substrate-binding protein PnrA-like domain-containing protein	TTHA1301	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	379	plasma membrane [GO:0005886]		plasma membrane [GO:0005886]		GO:0005886
Q5SIR7	unreviewed	Transposase DDE domain-containing protein	TTHA1297	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	114					
Q5SIR8	unreviewed	Carboxyl-terminal protease	TTHA1296	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	439	outer membrane-bounded periplasmic space [GO:0030288]; endopeptidase activity [GO:0004175]; serine-type peptidase activity [GO:0008236]; proteolysis [GO:0006508]; signal transduction [GO:0007165]	proteolysis [GO:0006508]; signal transduction [GO:0007165]	outer membrane-bounded periplasmic space [GO:0030288]	endopeptidase activity [GO:0004175]; serine-type peptidase activity [GO:0008236]	GO:0004175; GO:0006508; GO:0007165; GO:0008236; GO:0030288
Q5SIS1	unreviewed	DUF4258 domain-containing protein	TTHA1293	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	142					
Q5SIS3	unreviewed	Membrane protein [C-terminal]	TTHA1291	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	89	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SIS4	unreviewed	Membrane protein	TTHA1290	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	558	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SIS6	unreviewed	Exonuclease SbcC	TTHA1288	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	966	ATP hydrolysis activity [GO:0016887]; exonuclease activity [GO:0004527]; double-strand break repair [GO:0006302]	double-strand break repair [GO:0006302]		ATP hydrolysis activity [GO:0016887]; exonuclease activity [GO:0004527]	GO:0004527; GO:0006302; GO:0016887
Q5SIS7	unreviewed	DUF1887 family protein	TTHA1287	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	342	nucleic acid binding [GO:0003676]			nucleic acid binding [GO:0003676]	GO:0003676
Q5SIS8	unreviewed	Virulence factor-related protein	TTHA1286	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	497	plasma membrane [GO:0005886]; lipid-linked peptidoglycan transporter activity [GO:0015648]; lipid translocation [GO:0034204]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	lipid translocation [GO:0034204]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	plasma membrane [GO:0005886]	lipid-linked peptidoglycan transporter activity [GO:0015648]	GO:0005886; GO:0008360; GO:0009252; GO:0015648; GO:0034204
Q5SIT0	unreviewed	Serine/threonine protein kinase, putative	TTHA1284	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	204	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]			ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	GO:0004674; GO:0005524
Q5SIT1	reviewed	UPF0173 metal-dependent hydrolase TTHA1283	TTHA1283	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	224	hydrolase activity [GO:0016787]			hydrolase activity [GO:0016787]	GO:0016787
Q5SIT2	unreviewed	DUF3809 domain-containing protein	TTHA1282	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	117					
Q5SIT3	unreviewed	DUF3248 domain-containing protein	TTHA1281	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	69					
Q5SIT5	unreviewed	V-type ATP synthase, subunit (VAPC-THERM)	TTHA1279	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	120	metal ion binding [GO:0046872]			metal ion binding [GO:0046872]	GO:0046872
Q5SIT7	unreviewed	V-type ATP synthase, subunit K	TTHA1277	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	99	proton-transporting V-type ATPase, V0 domain [GO:0033179]; proton-transporting ATPase activity, rotational mechanism [GO:0046961]		proton-transporting V-type ATPase, V0 domain [GO:0033179]	proton-transporting ATPase activity, rotational mechanism [GO:0046961]	GO:0033179; GO:0046961
Q5SIU4	unreviewed	V-type ATP synthase, subunit (VTPJ-THERM)	TTHA1270	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	142	hydrolase activity [GO:0016787]			hydrolase activity [GO:0016787]	GO:0016787
Q5SIU6	unreviewed	Esterase	TTHA1268	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	214					
Q5SIU7	unreviewed	Uncharacterized protein	TTHA1267	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	258					
Q5SIU9	unreviewed	Zinc-dependent peptidase	TTHA1265	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	403	metal ion binding [GO:0046872]			metal ion binding [GO:0046872]	GO:0046872
Q5SIV0	unreviewed	Zinc protease	TTHA1264	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	406	metal ion binding [GO:0046872]; peptidase activity [GO:0008233]; proteolysis [GO:0006508]	proteolysis [GO:0006508]		metal ion binding [GO:0046872]; peptidase activity [GO:0008233]	GO:0006508; GO:0008233; GO:0046872
Q5SIV1	unreviewed	EamA domain-containing protein	TTHA1263	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	284	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SIV2	unreviewed	3-hydroxybutyryl-CoA dehydrogenase	TTHA1262	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	290	3-hydroxybutyryl-CoA dehydrogenase activity [GO:0008691]; NAD+ binding [GO:0070403]; fatty acid beta-oxidation [GO:0006635]	fatty acid beta-oxidation [GO:0006635]		3-hydroxybutyryl-CoA dehydrogenase activity [GO:0008691]; NAD+ binding [GO:0070403]	GO:0006635; GO:0008691; GO:0070403
Q5SIV5	unreviewed	Adenylate cyclase related protein	TTHA1259	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	871	cytoplasm [GO:0005737]; adenylate cyclase activity [GO:0004016]; nucleotide binding [GO:0000166]; cyclic nucleotide biosynthetic process [GO:0009190]; intracellular signal transduction [GO:0035556]	cyclic nucleotide biosynthetic process [GO:0009190]; intracellular signal transduction [GO:0035556]	cytoplasm [GO:0005737]	adenylate cyclase activity [GO:0004016]; nucleotide binding [GO:0000166]	GO:0000166; GO:0004016; GO:0005737; GO:0009190; GO:0035556
Q5SIV6	unreviewed	Uncharacterized protein	TTHA1258	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	133					
Q5SIV7	unreviewed	Helicase	TTHA1257	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	728	3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]; interstrand cross-link repair [GO:0036297]; nucleotide-excision repair [GO:0006289]	interstrand cross-link repair [GO:0036297]; nucleotide-excision repair [GO:0006289]		3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; nucleic acid binding [GO:0003676]	GO:0003676; GO:0005524; GO:0006289; GO:0036297; GO:0043138
Q5SIV8	reviewed	UPF0145 protein TTHA1256	TTHA1256	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	107					
Q5SIV9	unreviewed	Uncharacterized protein	TTHA1255	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	69					
Q5SIW0	unreviewed	N-acetyltransferase domain-containing protein	TTHA1254	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	141	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]			acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	GO:0016747
Q5SIW1	unreviewed	VWA domain-containing protein	TTHA1253	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	438	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SIW7	unreviewed	Calcium/calmodulin-dependent protein kinase II association-domain domain-containing protein	TTHA1247	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	128	calcium/calmodulin-dependent protein kinase activity [GO:0004683]; calmodulin binding [GO:0005516]			calcium/calmodulin-dependent protein kinase activity [GO:0004683]; calmodulin binding [GO:0005516]	GO:0004683; GO:0005516
Q5SIW8	unreviewed	Methylmalonyl-CoA mutase	TTHA1246	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	514	cobalamin binding [GO:0031419]; methylmalonyl-CoA mutase activity [GO:0004494]			cobalamin binding [GO:0031419]; methylmalonyl-CoA mutase activity [GO:0004494]	GO:0004494; GO:0031419
Q5SIW9	unreviewed	Uncharacterized protein	TTHA1245	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	45	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SIX0	unreviewed	HTH hxlR-type domain-containing protein	TTHA1244	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	101	DNA binding [GO:0003677]			DNA binding [GO:0003677]	GO:0003677
Q5SIX2	unreviewed	Cell division inhibitor MinE	TTHA1242	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	73	cell division [GO:0051301]; regulation of division septum assembly [GO:0032955]	cell division [GO:0051301]; regulation of division septum assembly [GO:0032955]			GO:0032955; GO:0051301
Q5SIX4	unreviewed	Spermidine/putrescine ABC transporter, ATP-binding protein	TTHA1240	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	372	ATP-binding cassette (ABC) transporter complex [GO:0043190]; ABC-type putrescine transporter activity [GO:0015594]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]		ATP-binding cassette (ABC) transporter complex [GO:0043190]	ABC-type putrescine transporter activity [GO:0015594]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0015594; GO:0016887; GO:0043190
Q5SIX5	unreviewed	Spermidine/putrescine ABC transporter, permease protein	TTHA1239	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	286	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]	transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]		GO:0005886; GO:0055085
Q5SIX6	unreviewed	Spermidine/putrescine ABC transporter, permease protein	TTHA1238	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	259	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]	transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]		GO:0005886; GO:0055085
Q5SIX7	unreviewed	Spermidine/putrescine ABC transporter, periplasmic spermidine/putrescine-binding protein	TTHA1237	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	265	periplasmic space [GO:0042597]; polyamine binding [GO:0019808]; polyamine transport [GO:0015846]	polyamine transport [GO:0015846]	periplasmic space [GO:0042597]	polyamine binding [GO:0019808]	GO:0015846; GO:0019808; GO:0042597
Q5SIX8	unreviewed	Spermidine/putrescine ABC transporter, periplasmic spermidine/putrescine-binding protein	TTHA1236	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	89					
Q5SIX9	unreviewed	Cytochrome c-552 (C552)	TTHA1235	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	128	electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]			electron transfer activity [GO:0009055]; heme binding [GO:0020037]; metal ion binding [GO:0046872]	GO:0009055; GO:0020037; GO:0046872
Q5SIY1	unreviewed	Short-chain dehydrogenases/reductases family protein	TTHA1233	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	244					
Q5SIY2	unreviewed	Putative restriction endonuclease domain-containing protein	TTHA1232	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	177					
Q5SIY3	unreviewed	Putative restriction endonuclease domain-containing protein	TTHA1231	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	179					
Q5SIY8	unreviewed	Chromosome segregation protein ScpA	TTHA1226	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	218					
Q5SIY9	unreviewed	Putative restriction endonuclease domain-containing protein	TTHA1225	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	185					
Q5SIZ0	unreviewed	Putative restriction endonuclease domain-containing protein	TTHA1224	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	233					
Q5SIZ1	unreviewed	Apolipoprotein A1/A4/E	TTHA1223	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	253	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SIZ2	unreviewed	Pilin, type IV, putative	TTHA1222	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	123	cell outer membrane [GO:0009279]; periplasmic space [GO:0042597]		cell outer membrane [GO:0009279]; periplasmic space [GO:0042597]		GO:0009279; GO:0042597
Q5SIZ3	unreviewed	Pilin, type IV, putative	TTHA1221	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	122	cell outer membrane [GO:0009279]; periplasmic space [GO:0042597]		cell outer membrane [GO:0009279]; periplasmic space [GO:0042597]		GO:0009279; GO:0042597
Q5SIZ4	unreviewed	Uncharacterized protein	TTHA1220	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	499					
Q5SIZ5	unreviewed	Probable general secretion pathway protein J	TTHA1219	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	236	cell outer membrane [GO:0009279]		cell outer membrane [GO:0009279]		GO:0009279
Q5SIZ6	unreviewed	Probable prepilin-like protein	TTHA1218	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	123	cell outer membrane [GO:0009279]		cell outer membrane [GO:0009279]		GO:0009279
Q5SIZ7	unreviewed	Prepilin-like protein	TTHA1217	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	155	cell outer membrane [GO:0009279]; periplasmic space [GO:0042597]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628]	protein secretion by the type II secretion system [GO:0015628]	cell outer membrane [GO:0009279]; periplasmic space [GO:0042597]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]		GO:0005886; GO:0009279; GO:0015627; GO:0015628; GO:0042597
Q5SIZ8	unreviewed	Prepilin-like protein	TTHA1216	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	156	cell outer membrane [GO:0009279]; periplasmic space [GO:0042597]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]; protein secretion by the type II secretion system [GO:0015628]	protein secretion by the type II secretion system [GO:0015628]	cell outer membrane [GO:0009279]; periplasmic space [GO:0042597]; plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]		GO:0005886; GO:0009279; GO:0015627; GO:0015628; GO:0042597
Q5SIZ9	unreviewed	Probable thioredoxin reductase	TTHA1215	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	326	oxidoreductase activity [GO:0016491]			oxidoreductase activity [GO:0016491]	GO:0016491
Q5SJ00	unreviewed	Uncharacterized protein	TTHA1214	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	22					
Q5SJ05	unreviewed	Probable acetyltransferase	TTHA1209	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	175	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]			acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	GO:0016747
Q5SJ07	unreviewed	Putative restriction endonuclease domain-containing protein	TTHA1207	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	174					
Q5SJ08	unreviewed	Multidrug ABC transporter permease	TTHA1206	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	258	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SJ09	unreviewed	ABC transporter, ATP-binding protein	TTHA1205	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	331	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]			ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	GO:0005524; GO:0016887
Q5SJ10	unreviewed	ABC transporter permease	TTHA1204	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	257	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
Q5SJ12	unreviewed	Polymerase nucleotidyl transferase domain-containing protein	TTHA1202	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	96	nucleotidyltransferase activity [GO:0016779]			nucleotidyltransferase activity [GO:0016779]	GO:0016779
Q5SJ13	unreviewed	DUF86 domain-containing protein	TTHA1201	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	113	toxin-antitoxin complex [GO:0110001]; hydrolase activity [GO:0016787]; RNA nuclease activity [GO:0004540]		toxin-antitoxin complex [GO:0110001]	hydrolase activity [GO:0016787]; RNA nuclease activity [GO:0004540]	GO:0004540; GO:0016787; GO:0110001
Q5SJ14	unreviewed	Bacillithiol biosynthesis deacetylase BshB1	TTHA1200	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	227	deacetylase activity [GO:0019213]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]; bacillithiol biosynthetic process [GO:0071793]	bacillithiol biosynthetic process [GO:0071793]		deacetylase activity [GO:0019213]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides [GO:0016811]	GO:0016811; GO:0019213; GO:0071793
Q5SJ16	unreviewed	Putative restriction endonuclease domain-containing protein	TTHA1198	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	171					
Q5SJ19	unreviewed	Lipoprotein	TTHA1195	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	191					
Q5SJ20	unreviewed	Uncharacterized protein	TTHA1194	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	90					
Q5SJ21	unreviewed	DUF420 domain-containing protein	TTHA1193	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	145	membrane [GO:0016020]; cytochrome-c oxidase activity [GO:0004129]; respiratory electron transport chain [GO:0022904]	respiratory electron transport chain [GO:0022904]	membrane [GO:0016020]	cytochrome-c oxidase activity [GO:0004129]	GO:0004129; GO:0016020; GO:0022904
Q5SJ22	unreviewed	Septum site-determining protein MinC	TTHA1192	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	179	cell morphogenesis [GO:0000902]; division septum assembly [GO:0000917]; regulation of cell septum assembly [GO:1901891]	cell morphogenesis [GO:0000902]; division septum assembly [GO:0000917]; regulation of cell septum assembly [GO:1901891]			GO:0000902; GO:0000917; GO:1901891
Q5SJ23	unreviewed	Penicillin-binding protein 2/cell division protein FtsI	TTHA1191	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	575	plasma membrane [GO:0005886]; penicillin binding [GO:0008658]; peptidoglycan L,D-transpeptidase activity [GO:0071972]; cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	cell wall organization [GO:0071555]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	plasma membrane [GO:0005886]	penicillin binding [GO:0008658]; peptidoglycan L,D-transpeptidase activity [GO:0071972]	GO:0005886; GO:0008360; GO:0008658; GO:0009252; GO:0071555; GO:0071972
Q5SJ24	unreviewed	Rod shape-determining protein MreD	TTHA1190	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	152	plasma membrane [GO:0005886]; regulation of cell shape [GO:0008360]	regulation of cell shape [GO:0008360]	plasma membrane [GO:0005886]		GO:0005886; GO:0008360
Q5SJ25	unreviewed	Cell shape-determining protein MreC (Cell shape protein MreC)	TTHA1189	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	262	plasma membrane [GO:0005886]; regulation of cell shape [GO:0008360]	regulation of cell shape [GO:0008360]	plasma membrane [GO:0005886]		GO:0005886; GO:0008360
Q5SJ30	unreviewed	Response regulator	TTHA1184	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	119					
