Entry	Reviewed	Protein names	Gene Names	Organism	Length	Gene Ontology (GO)	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
M1J2Z1	unreviewed	3-hydroxyacyl-CoA dehydrogenase NAD-binding protein	SacRon12I_07890	Sulfolobus acidocaldarius Ron12/I	320	membrane [GO:0016020]; L-gulonate 3-dehydrogenase activity [GO:0050104]; NAD+ binding [GO:0070403]; fatty acid metabolic process [GO:0006631]	fatty acid metabolic process [GO:0006631]	membrane [GO:0016020]	L-gulonate 3-dehydrogenase activity [GO:0050104]; NAD+ binding [GO:0070403]	GO:0006631; GO:0016020; GO:0050104; GO:0070403
M1J2Z5	unreviewed	Adenosine monophosphate-protein transferase	SacRon12I_07915	Sulfolobus acidocaldarius Ron12/I	162					
M1J2Z8	unreviewed	Biotin/lipoate A/B protein ligase	SacN8_01520	Sulfolobus acidocaldarius N8	265	ligase activity [GO:0016874]; protein modification process [GO:0036211]	protein modification process [GO:0036211]		ligase activity [GO:0016874]	GO:0016874; GO:0036211
M1J2Z9	unreviewed	SpoVT-AbrB domain-containing protein	SacRon12I_06750	Sulfolobus acidocaldarius Ron12/I	333	DNA binding [GO:0003677]			DNA binding [GO:0003677]	GO:0003677
M1J300	unreviewed	Conjugative plasmid protein	SacRon12I_07940	Sulfolobus acidocaldarius Ron12/I	183	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
M1J303	unreviewed	Electron transfer flavoprotein alpha subunit	SacN8_01545	Sulfolobus acidocaldarius N8	609	electron transfer activity [GO:0009055]			electron transfer activity [GO:0009055]	GO:0009055
M1J305	unreviewed	Modulator of DNA gyrase	SacRon12I_07965	Sulfolobus acidocaldarius Ron12/I	415	cytosol [GO:0005829]; metallopeptidase activity [GO:0008237]; proteolysis [GO:0006508]	proteolysis [GO:0006508]	cytosol [GO:0005829]	metallopeptidase activity [GO:0008237]	GO:0005829; GO:0006508; GO:0008237
M1J306	unreviewed	Alcohol dehydrogenase	SacRon12I_06775	Sulfolobus acidocaldarius Ron12/I	327	adenyl nucleotide binding [GO:0030554]; anion binding [GO:0043168]; oxidoreductase activity [GO:0016491]; protein tetramerization [GO:0051262]	protein tetramerization [GO:0051262]		adenyl nucleotide binding [GO:0030554]; anion binding [GO:0043168]; oxidoreductase activity [GO:0016491]	GO:0016491; GO:0030554; GO:0043168; GO:0051262
M1J311	unreviewed	CoB--CoM heterodisulfide reductase	SacN8_01595	Sulfolobus acidocaldarius N8	303	oxidoreductase activity [GO:0016491]			oxidoreductase activity [GO:0016491]	GO:0016491
M1J314	unreviewed	Uncharacterized protein	SacRon12I_06805	Sulfolobus acidocaldarius Ron12/I	114					
M1J315	unreviewed	Uncharacterized protein	SacRon12I_08015	Sulfolobus acidocaldarius Ron12/I	107	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
M1J317	unreviewed	UPF0033 domain-containing protein	SacN8_01620	Sulfolobus acidocaldarius N8	77					
M1J318	unreviewed	DUF1955 domain-containing protein	SacRon12I_08040	Sulfolobus acidocaldarius Ron12/I	173					
M1J320	unreviewed	Replication initiator protein WhiP	SacRon12I_06830	Sulfolobus acidocaldarius Ron12/I	239					
M1J321	unreviewed	UPF0033 domain-containing protein	SacN8_01645	Sulfolobus acidocaldarius N8	80					
M1J322	unreviewed	Conjugative plasmid protein	SacRon12I_08065	Sulfolobus acidocaldarius Ron12/I	134	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
M1J326	unreviewed	Uncharacterized protein	SacN8_01670	Sulfolobus acidocaldarius N8	183					
M1J327	unreviewed	Hsp20/alpha crystallin family protein	SacRon12I_08090	Sulfolobus acidocaldarius Ron12/I	126					
M1J330	unreviewed	HTH-type transcriptional regulator MgrA	SacRon12I_08115	Sulfolobus acidocaldarius Ron12/I	140	DNA-binding transcription factor activity [GO:0003700]; response to stress [GO:0006950]	response to stress [GO:0006950]		DNA-binding transcription factor activity [GO:0003700]	GO:0003700; GO:0006950
M1J331	unreviewed	Biotin/lipoate A/B protein ligase	SacN8_01695	Sulfolobus acidocaldarius N8	344	ligase activity [GO:0016874]; protein modification process [GO:0036211]	protein modification process [GO:0036211]		ligase activity [GO:0016874]	GO:0016874; GO:0036211
M1J334	unreviewed	Polymerase/histidinol phosphatase N-terminal domain-containing protein	SacRon12I_06855	Sulfolobus acidocaldarius Ron12/I	223	5'-3' DNA exonuclease activity [GO:0035312]; 5'-3' RNA exonuclease activity [GO:0004534]			5'-3' DNA exonuclease activity [GO:0035312]; 5'-3' RNA exonuclease activity [GO:0004534]	GO:0004534; GO:0035312
M1J336	unreviewed	Biotin/lipoate A/B protein ligase	SacN8_01720	Sulfolobus acidocaldarius N8	365	ligase activity [GO:0016874]; protein modification process [GO:0036211]	protein modification process [GO:0036211]		ligase activity [GO:0016874]	GO:0016874; GO:0036211
M1J339	unreviewed	Uncharacterized protein	SacRon12I_08165	Sulfolobus acidocaldarius Ron12/I	176	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
M1J340	unreviewed	Small metal-binding protein	SacN8_01745	Sulfolobus acidocaldarius N8	67					
M1J342	unreviewed	Conjugative plasmid protein	SacRon12I_06880	Sulfolobus acidocaldarius Ron12/I	95					
M1J344	unreviewed	Thermopsin	SacRon12I_08190	Sulfolobus acidocaldarius Ron12/I	446					
M1J345	unreviewed	Glutamyl-tRNA(Gln) amidotransferase subunit A	SacN8_01770	Sulfolobus acidocaldarius N8	467	transferase activity [GO:0016740]			transferase activity [GO:0016740]	GO:0016740
M1J346	unreviewed	Inositol-1-phosphate synthase	SacRon12I_06905	Sulfolobus acidocaldarius Ron12/I	358	inositol-3-phosphate synthase activity [GO:0004512]; inositol biosynthetic process [GO:0006021]; phospholipid biosynthetic process [GO:0008654]	inositol biosynthetic process [GO:0006021]; phospholipid biosynthetic process [GO:0008654]		inositol-3-phosphate synthase activity [GO:0004512]	GO:0004512; GO:0006021; GO:0008654
M1J347	unreviewed	Glutaconate CoA-transferase	SacN8_01795	Sulfolobus acidocaldarius N8	239	CoA-transferase activity [GO:0008410]			CoA-transferase activity [GO:0008410]	GO:0008410
M1J349	unreviewed	Alcohol dehydrogenase	SacRon12I_08215	Sulfolobus acidocaldarius Ron12/I	331	cytoplasm [GO:0005737]; alcohol dehydrogenase (NAD+) activity [GO:0004022]		cytoplasm [GO:0005737]	alcohol dehydrogenase (NAD+) activity [GO:0004022]	GO:0004022; GO:0005737
M1J353	unreviewed	Major facilitator superfamily (MFS) profile domain-containing protein	SacN8_01820	Sulfolobus acidocaldarius N8	372	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]		membrane [GO:0016020]	transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857
M1J354	unreviewed	Uncharacterized protein	SacRon12I_08240	Sulfolobus acidocaldarius Ron12/I	98					
M1J358	unreviewed	Uncharacterized protein	SacN8_01845	Sulfolobus acidocaldarius N8	104					
M1J359	unreviewed	Uncharacterized protein	SacRon12I_06980	Sulfolobus acidocaldarius Ron12/I	72					
M1J360	unreviewed	Aldehyde dehydrogenase	SacRon12I_08265	Sulfolobus acidocaldarius Ron12/I	481	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]			oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	GO:0016620
M1J362	unreviewed	Conjugative plasmid protein	SacRon12I_07005	Sulfolobus acidocaldarius Ron12/I	174					
M1J365	unreviewed	dTDP-4-dehydrorhamnose reductase	SacRon12I_08290	Sulfolobus acidocaldarius Ron12/I	282					
M1J366	unreviewed	AAA+ ATPase domain-containing protein	SacRon12I_07030	Sulfolobus acidocaldarius Ron12/I	514	ATP hydrolysis activity [GO:0016887]			ATP hydrolysis activity [GO:0016887]	GO:0016887
M1J368	unreviewed	Dinitrogenase iron-molybdenum cofactor biosynthesis domain-containing protein	SacN8_01895	Sulfolobus acidocaldarius N8	128					
M1J370	unreviewed	TRASH domain-containing protein	SacRon12I_08315	Sulfolobus acidocaldarius Ron12/I	52					
M1J372	unreviewed	MobA-like NTP transferase domain-containing protein	SacN8_01920	Sulfolobus acidocaldarius N8	163	nucleotidyltransferase activity [GO:0016779]			nucleotidyltransferase activity [GO:0016779]	GO:0016779
M1J376	unreviewed	Thermopsin	SacRon12I_08340	Sulfolobus acidocaldarius Ron12/I	340					
M1J379	unreviewed	Carboxymethylenebutenolidase	SacRon12I_08365	Sulfolobus acidocaldarius Ron12/I	260	hydrolase activity [GO:0016787]			hydrolase activity [GO:0016787]	GO:0016787
M1J383	unreviewed	Cobalt-precorrin-6Y C(5)-methyltransferase	SacN8_01970	Sulfolobus acidocaldarius N8	218	protein methyltransferase activity [GO:0008276]; cobalamin biosynthetic process [GO:0009236]; methylation [GO:0032259]	cobalamin biosynthetic process [GO:0009236]; methylation [GO:0032259]		protein methyltransferase activity [GO:0008276]	GO:0008276; GO:0009236; GO:0032259
M1J385	unreviewed	Uncharacterized protein	SacRon12I_08390	Sulfolobus acidocaldarius Ron12/I	88					
M1J386	unreviewed	Cysteine synthase B	SacRon12I_07155	Sulfolobus acidocaldarius Ron12/I	295	cysteine biosynthetic process from serine [GO:0006535]	cysteine biosynthetic process from serine [GO:0006535]			GO:0006535
M1J388	unreviewed	Xaa-Pro dipeptidase	SacRon12I_07180	Sulfolobus acidocaldarius Ron12/I	365	hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]			hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]	GO:0016787; GO:0046872
M1J389	unreviewed	Uncharacterized protein	SacN8_01995	Sulfolobus acidocaldarius N8	206					
M1J391	unreviewed	Nonspecific lipid-transfer protein	SacRon12I_08415	Sulfolobus acidocaldarius Ron12/I	376	acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]; isoprenoid biosynthetic process [GO:0008299]	isoprenoid biosynthetic process [GO:0008299]		acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	GO:0008299; GO:0016747
M1J393	unreviewed	Thioredoxin	SacRon12I_07205	Sulfolobus acidocaldarius Ron12/I	141	cytoplasm [GO:0005737]; protein-disulfide reductase activity [GO:0015035]		cytoplasm [GO:0005737]	protein-disulfide reductase activity [GO:0015035]	GO:0005737; GO:0015035
M1J395	unreviewed	Beta-carotene hydroxylase	SacRon12I_08440	Sulfolobus acidocaldarius Ron12/I	137	membrane [GO:0016020]; beta-carotene 3-hydroxylase activity [GO:0010291]; iron ion binding [GO:0005506]; carotene metabolic process [GO:0016119]; xanthophyll biosynthetic process [GO:0016123]	carotene metabolic process [GO:0016119]; xanthophyll biosynthetic process [GO:0016123]	membrane [GO:0016020]	beta-carotene 3-hydroxylase activity [GO:0010291]; iron ion binding [GO:0005506]	GO:0005506; GO:0010291; GO:0016020; GO:0016119; GO:0016123
M1J3A0	unreviewed	Type II/IV secretion system protein	SacRon12I_07255	Sulfolobus acidocaldarius Ron12/I	469	ATP hydrolysis activity [GO:0016887]			ATP hydrolysis activity [GO:0016887]	GO:0016887
M1J3A1	unreviewed	Aldehyde dehydrogenase	SacRon12I_08465	Sulfolobus acidocaldarius Ron12/I	468	lactaldehyde dehydrogenase (NAD+) activity [GO:0008911]			lactaldehyde dehydrogenase (NAD+) activity [GO:0008911]	GO:0008911
M1J3A4	unreviewed	Endonuclease III	SacRon12I_07280	Sulfolobus acidocaldarius Ron12/I	225	4 iron, 4 sulfur cluster binding [GO:0051539]; DNA N-glycosylase activity [GO:0019104]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; base-excision repair, AP site formation [GO:0006285]	base-excision repair, AP site formation [GO:0006285]		4 iron, 4 sulfur cluster binding [GO:0051539]; DNA N-glycosylase activity [GO:0019104]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]	GO:0004519; GO:0006285; GO:0019104; GO:0046872; GO:0051539
M1J3A7	unreviewed	Glycosyltransferase RgtA/B/C/D-like domain-containing protein	SacN8_02070	Sulfolobus acidocaldarius N8	384	plasma membrane [GO:0005886]; pentosyltransferase activity [GO:0016763]; carbohydrate derivative metabolic process [GO:1901135]; lipid biosynthetic process [GO:0008610]	carbohydrate derivative metabolic process [GO:1901135]; lipid biosynthetic process [GO:0008610]	plasma membrane [GO:0005886]	pentosyltransferase activity [GO:0016763]	GO:0005886; GO:0008610; GO:0016763; GO:1901135
M1J3A8	unreviewed	CBS domain-containing protein	SacRon12I_07305	Sulfolobus acidocaldarius Ron12/I	300	DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]	regulation of DNA-templated transcription [GO:0006355]		DNA binding [GO:0003677]	GO:0003677; GO:0006355
M1J3B1	unreviewed	Uncharacterized protein	SacRon12I_08515	Sulfolobus acidocaldarius Ron12/I	138	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
M1J3B2	unreviewed	Aminotransferase	SacRon12I_07330	Sulfolobus acidocaldarius Ron12/I	399	pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; alpha-amino acid metabolic process [GO:1901605]; biosynthetic process [GO:0009058]	alpha-amino acid metabolic process [GO:1901605]; biosynthetic process [GO:0009058]		pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]	GO:0008483; GO:0009058; GO:0030170; GO:1901605
M1J3B3	unreviewed	Uncharacterized protein	SacN8_02095	Sulfolobus acidocaldarius N8	120					
M1J3B4	unreviewed	UPF0173 metal-dependent hydrolase SacRon12I_07355	SacRon12I_07355	Sulfolobus acidocaldarius Ron12/I	227	hydrolase activity [GO:0016787]			hydrolase activity [GO:0016787]	GO:0016787
M1J3B6	unreviewed	DUF5658 domain-containing protein	SacRon12I_08540	Sulfolobus acidocaldarius Ron12/I	94	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
M1J3B7	unreviewed	Amino acid permease/ SLC12A domain-containing protein	SacN8_02120	Sulfolobus acidocaldarius N8	466	membrane [GO:0016020]; transmembrane transport [GO:0055085]	transmembrane transport [GO:0055085]	membrane [GO:0016020]		GO:0016020; GO:0055085
M1J3C1	unreviewed	ChsH2 rubredoxin-like zinc ribbon domain-containing protein	SacRon12I_08565	Sulfolobus acidocaldarius Ron12/I	115					
M1J3C2	unreviewed	Conjugative plasmid protein	SacRon12I_07410	Sulfolobus acidocaldarius Ron12/I	117					
M1J3C3	unreviewed	Thiamine-phosphate synthase ThiN domain-containing protein	SacN8_02145	Sulfolobus acidocaldarius N8	278					
M1J3C6	unreviewed	Thermopsin	SacRon12I_07450	Sulfolobus acidocaldarius Ron12/I	640	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
M1J3C7	unreviewed	Oligopeptide transport system permease protein	SacRon12I_08590	Sulfolobus acidocaldarius Ron12/I	475	plasma membrane [GO:0005886]; transmembrane transport [GO:0055085]	transmembrane transport [GO:0055085]	plasma membrane [GO:0005886]		GO:0005886; GO:0055085
M1J3C8	unreviewed	Conjugative plasmid protein	SacN8_02170	Sulfolobus acidocaldarius N8	55	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
M1J3D0	unreviewed	Methyltransferase domain-containing protein	SacRon12I_07475	Sulfolobus acidocaldarius Ron12/I	161	protein-lysine N-methyltransferase activity [GO:0016279]; methylation [GO:0032259]	methylation [GO:0032259]		protein-lysine N-methyltransferase activity [GO:0016279]	GO:0016279; GO:0032259
M1J3D2	unreviewed	Methyltransferase	SacRon12I_08615	Sulfolobus acidocaldarius Ron12/I	178	methyltransferase activity [GO:0008168]; methylation [GO:0032259]	methylation [GO:0032259]		methyltransferase activity [GO:0008168]	GO:0008168; GO:0032259
M1J3D3	unreviewed	5-formyltetrahydrofolate cyclo-ligase	SacN8_02195	Sulfolobus acidocaldarius N8	242	cytoplasm [GO:0005737]; ligase activity [GO:0016874]		cytoplasm [GO:0005737]	ligase activity [GO:0016874]	GO:0005737; GO:0016874
M1J3D7	unreviewed	AAA+ ATPase domain-containing protein	SacRon12I_08640	Sulfolobus acidocaldarius Ron12/I	428	ATP hydrolysis activity [GO:0016887]			ATP hydrolysis activity [GO:0016887]	GO:0016887
M1J3E0	unreviewed	Alanyl-tRNA synthetase	SacN8_02220	Sulfolobus acidocaldarius N8	234	cytoplasm [GO:0005737]; alanine-tRNA ligase activity [GO:0004813]; aminoacyl-tRNA deacylase activity [GO:0002161]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]; alanyl-tRNA aminoacylation [GO:0006419]	alanyl-tRNA aminoacylation [GO:0006419]	cytoplasm [GO:0005737]	alanine-tRNA ligase activity [GO:0004813]; aminoacyl-tRNA deacylase activity [GO:0002161]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; nucleic acid binding [GO:0003676]	GO:0002161; GO:0003676; GO:0004813; GO:0005524; GO:0005737; GO:0006419; GO:0046872
M1J3E3	unreviewed	Acyl-CoA dehydrogenase	SacRon12I_08665	Sulfolobus acidocaldarius Ron12/I	557	acyl-CoA dehydrogenase activity [GO:0003995]			acyl-CoA dehydrogenase activity [GO:0003995]	GO:0003995
M1J3E6	unreviewed	Uncharacterized protein	SacRon12I_07575	Sulfolobus acidocaldarius Ron12/I	131					
M1J3E7	unreviewed	Uncharacterized protein	SacRon12I_08690	Sulfolobus acidocaldarius Ron12/I	516	plasma membrane [GO:0005886]; ABC-type transporter activity [GO:0140359]		plasma membrane [GO:0005886]	ABC-type transporter activity [GO:0140359]	GO:0005886; GO:0140359
M1J3F0	unreviewed	Butyrate kinase	SacN8_02270	Sulfolobus acidocaldarius N8	300					
M1J3F2	unreviewed	ATP binding protein	SacRon12I_07625	Sulfolobus acidocaldarius Ron12/I	320	cytosolic tRNA wobble base thiouridylase complex [GO:0002144]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; transferase activity [GO:0016740]; tRNA binding [GO:0000049]; tRNA wobble position uridine thiolation [GO:0002143]	tRNA wobble position uridine thiolation [GO:0002143]	cytosolic tRNA wobble base thiouridylase complex [GO:0002144]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; transferase activity [GO:0016740]; tRNA binding [GO:0000049]	GO:0000049; GO:0002143; GO:0002144; GO:0005524; GO:0016740; GO:0046872
M1J3F3	unreviewed	Major facilitator superfamily (MFS) profile domain-containing protein	SacRon12I_08715	Sulfolobus acidocaldarius Ron12/I	411	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]		membrane [GO:0016020]	transmembrane transporter activity [GO:0022857]	GO:0016020; GO:0022857
M1J3F6	unreviewed	Helicase HerA central domain-containing protein	SacN8_02300	Sulfolobus acidocaldarius N8	644					
M1J3F7	unreviewed	Uncharacterized protein	SacRon12I_08740	Sulfolobus acidocaldarius Ron12/I	237					
M1J3G1	unreviewed	Ribbon-helix-helix protein CopG domain-containing protein	SacN8_02325	Sulfolobus acidocaldarius N8	47	regulation of DNA-templated transcription [GO:0006355]	regulation of DNA-templated transcription [GO:0006355]			GO:0006355
M1J3G2	unreviewed	Conjugative plasmid protein	SacRon12I_08765	Sulfolobus acidocaldarius Ron12/I	156	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
M1J3G3	unreviewed	Radical SAM core domain-containing protein	SacRon12I_07700	Sulfolobus acidocaldarius Ron12/I	489	catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]			catalytic activity [GO:0003824]; iron-sulfur cluster binding [GO:0051536]	GO:0003824; GO:0051536
M1J3G6	unreviewed	ArnR1-like winged helix-turn-helix domain-containing protein	SacN8_02350	Sulfolobus acidocaldarius N8	96					
M1J3G8	unreviewed	4Fe-4S binding protein	SacRon12I_08790	Sulfolobus acidocaldarius Ron12/I	641	plasma membrane [GO:0005886]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]		plasma membrane [GO:0005886]	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]	GO:0005886; GO:0046872; GO:0051539
M1J3G9	unreviewed	Uncharacterized protein	SacRon12I_07725	Sulfolobus acidocaldarius Ron12/I	102					
M1J3H3	unreviewed	SpoVT-AbrB domain-containing protein	SacN8_02375	Sulfolobus acidocaldarius N8	55					
M1J3H4	unreviewed	Metallo-beta-lactamase domain-containing protein	SacRon12I_08815	Sulfolobus acidocaldarius Ron12/I	223					
M1J3H6	unreviewed	SpoVT-AbrB domain-containing protein	SacRon12I_07775	Sulfolobus acidocaldarius Ron12/I	336	DNA binding [GO:0003677]; intracellular phosphate ion homeostasis [GO:0030643]; negative regulation of phosphate metabolic process [GO:0045936]	intracellular phosphate ion homeostasis [GO:0030643]; negative regulation of phosphate metabolic process [GO:0045936]		DNA binding [GO:0003677]	GO:0003677; GO:0030643; GO:0045936
M1J3H9	unreviewed	Conjugative plasmid protein	SacN8_02400	Sulfolobus acidocaldarius N8	98	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
M1J3I0	unreviewed	GTP-binding protein	SacRon12I_07800	Sulfolobus acidocaldarius Ron12/I	329	GTP binding [GO:0005525]			GTP binding [GO:0005525]	GO:0005525
M1J3I1	unreviewed	CopG family transcriptional regulator	SacRon12I_08840	Sulfolobus acidocaldarius Ron12/I	77					
M1J3I5	unreviewed	Conjugative plasmid protein	SacN8_02425	Sulfolobus acidocaldarius N8	235					
M1J3I6	unreviewed	Glycosyl hydrolase	SacRon12I_08865	Sulfolobus acidocaldarius Ron12/I	558	hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]		hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]	GO:0004553; GO:0005975
M1J3I8	unreviewed	C2H2-type domain-containing protein	SacRon12I_07850	Sulfolobus acidocaldarius Ron12/I	148					
M1J3J2	unreviewed	Conjugative plasmid protein	SacN8_02450	Sulfolobus acidocaldarius N8	148					
M1J3J3	unreviewed	Mn2+ and Fe2+ transporter	SacRon12I_08890	Sulfolobus acidocaldarius Ron12/I	403	plasma membrane [GO:0005886]; cadmium ion transmembrane transporter activity [GO:0015086]; manganese ion transmembrane transporter activity [GO:0005384]; iron ion transmembrane transport [GO:0034755]	iron ion transmembrane transport [GO:0034755]	plasma membrane [GO:0005886]	cadmium ion transmembrane transporter activity [GO:0015086]; manganese ion transmembrane transporter activity [GO:0005384]	GO:0005384; GO:0005886; GO:0015086; GO:0034755
M1J3J6	unreviewed	Uncharacterized protein	SacRon12I_07900	Sulfolobus acidocaldarius Ron12/I	61					
M1J3J7	unreviewed	N-terminal of inactivated transposase (ISC1476-like) protein	SacN8_02475	Sulfolobus acidocaldarius N8	59					
M1J3J8	unreviewed	DUF4382 domain-containing protein	SacRon12I_08915	Sulfolobus acidocaldarius Ron12/I	170					
M1J3K0	unreviewed	Uncharacterized protein	SacRon12I_07925	Sulfolobus acidocaldarius Ron12/I	115					
M1J3K3	unreviewed	AB hydrolase-1 domain-containing protein	SacRon12I_08940	Sulfolobus acidocaldarius Ron12/I	203	cytoplasm [GO:0005737]		cytoplasm [GO:0005737]		GO:0005737
M1J3K4	unreviewed	Conjugative plasmid protein	SacN8_02500	Sulfolobus acidocaldarius N8	51					
M1J3K8	unreviewed	Biotin--acetyl-CoA-carboxylase ligase	SacRon12I_07975	Sulfolobus acidocaldarius Ron12/I	230	cytoplasm [GO:0005737]; biotin--[biotin carboxyl-carrier protein] ligase activity [GO:0004077]; protein modification process [GO:0036211]	protein modification process [GO:0036211]	cytoplasm [GO:0005737]	biotin--[biotin carboxyl-carrier protein] ligase activity [GO:0004077]	GO:0004077; GO:0005737; GO:0036211
M1J3L0	unreviewed	DsrE/DsrF-like family protein	SacRon12I_08965	Sulfolobus acidocaldarius Ron12/I	120					
M1J3L1	unreviewed	Uncharacterized protein	SacN8_02535	Sulfolobus acidocaldarius N8	51					
M1J3L4	unreviewed	Major facilitator superfamily (MFS) profile domain-containing protein	SacRon12I_08000	Sulfolobus acidocaldarius Ron12/I	470	plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]		plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	GO:0005886; GO:0022857
M1J3L5	unreviewed	Nickel/cobalt efflux system	SacRon12I_09000	Sulfolobus acidocaldarius Ron12/I	185	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
M1J3L7	unreviewed	Uncharacterized protein	SacN8_02560	Sulfolobus acidocaldarius N8	34					
M1J3L8	unreviewed	Thiamine biosynthesis protein ThiS	SacRon12I_08025	Sulfolobus acidocaldarius Ron12/I	68					
M1J3M1	unreviewed	Uncharacterized protein	SacRon12I_09025	Sulfolobus acidocaldarius Ron12/I	176	arylformamidase activity [GO:0004061]; L-tryptophan catabolic process to kynurenine [GO:0019441]	L-tryptophan catabolic process to kynurenine [GO:0019441]		arylformamidase activity [GO:0004061]	GO:0004061; GO:0019441
M1J3M2	unreviewed	Uncharacterized protein	SacN8_02585	Sulfolobus acidocaldarius N8	236					
M1J3M3	unreviewed	Helicase	SacRon12I_08050	Sulfolobus acidocaldarius Ron12/I	443	ATP binding [GO:0005524]; catalytic activity, acting on DNA [GO:0140097]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]			ATP binding [GO:0005524]; catalytic activity, acting on DNA [GO:0140097]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]	GO:0003677; GO:0004386; GO:0005524; GO:0016787; GO:0140097
M1J3M6	unreviewed	Beta-galactosidase	SacRon12I_09050	Sulfolobus acidocaldarius Ron12/I	491	beta-glucosidase activity [GO:0008422]; carbohydrate metabolic process [GO:0005975]	carbohydrate metabolic process [GO:0005975]		beta-glucosidase activity [GO:0008422]	GO:0005975; GO:0008422
M1J3M8	unreviewed	SSD domain-containing protein	SacRon12I_08075	Sulfolobus acidocaldarius Ron12/I	1152	plasma membrane [GO:0005886]		plasma membrane [GO:0005886]		GO:0005886
M1J3M9	unreviewed	Major facilitator superfamily (MFS) profile domain-containing protein	SacN8_02610	Sulfolobus acidocaldarius N8	164	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
M1J3N1	unreviewed	4Fe-4S binding domain-containing protein	SacRon12I_08100	Sulfolobus acidocaldarius Ron12/I	388	4 iron, 4 sulfur cluster binding [GO:0051539]; oxidoreductase activity [GO:0016491]; lactate metabolic process [GO:0006089]	lactate metabolic process [GO:0006089]		4 iron, 4 sulfur cluster binding [GO:0051539]; oxidoreductase activity [GO:0016491]	GO:0006089; GO:0016491; GO:0051539
M1J3N2	unreviewed	Membrane protein	SacRon12I_09075	Sulfolobus acidocaldarius Ron12/I	972	membrane [GO:0016020]		membrane [GO:0016020]		GO:0016020
M1J3N4	unreviewed	Uncharacterized protein	SacN8_02635	Sulfolobus acidocaldarius N8	134					
M1J3N6	unreviewed	Uncharacterized protein	SacRon12I_08125	Sulfolobus acidocaldarius Ron12/I	158	dCTP deaminase activity [GO:0008829]; dUTP biosynthetic process [GO:0006229]	dUTP biosynthetic process [GO:0006229]		dCTP deaminase activity [GO:0008829]	GO:0006229; GO:0008829
M1J3N7	unreviewed	Aldehyde dehydrogenase	SacRon12I_09100	Sulfolobus acidocaldarius Ron12/I	481	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]			oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor [GO:0016620]	GO:0016620
M1J3P2	unreviewed	SAM-dependent MTase TRM10-type domain-containing protein	SacRon12I_08150	Sulfolobus acidocaldarius Ron12/I	292	tRNA methyltransferase activity [GO:0008175]; tRNA methylation [GO:0030488]	tRNA methylation [GO:0030488]		tRNA methyltransferase activity [GO:0008175]	GO:0008175; GO:0030488
